KY102332.1	k__Eukaryota;p__Ascomycota;c__Ogataea/Candida clade;o__Saccharomycetales;f__Pichiaceae;g__Ogataea;s__[Candida]_piceae
KY102338.1	k__Eukaryota;p__Ascomycota;c__Wickerhamomyces/Candida clade;o__Saccharomycetales;f__Phaffomycetaceae;g__Wickerhamomyces;s__[Candida]_ponderosae
KY102341.1	k__Eukaryota;p__Ascomycota;c__CUG-Ser1 clade;o__Saccharomycetales;f__Metschnikowiaceae;g__Candida/Metschnikowiaceae;s__[Candida]_pseudoflosculorum
HQ652066.1	k__Eukaryota;p__Ascomycota;c__Candida glaebosa clade;o__Saccharomycetales;f__Debaryomycetaceae;g__unidentified;s__[Candida]_pseudoglaebosa
KY102346.1	k__Eukaryota;p__Ascomycota;c__Pichia/Candida clade;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__[Candida]_pseudolambica
KY102354.1	k__Eukaryota;p__Ascomycota;c__Wickerhamomyces/Candida clade;o__Saccharomycetales;f__Phaffomycetaceae;g__Wickerhamomyces;s__[Candida]_quercuum
EU343803.1	k__Eukaryota;p__Ascomycota;c__CUG-Ser1 clade;o__Saccharomycetales;f__Debaryomycetaceae;g__Kurtzmaniella;s__[Candida]_railenensis
KY102366.1	k__Eukaryota;p__Ascomycota;c__Ogataea/Candida clade;o__Saccharomycetales;f__Pichiaceae;g__Ogataea;s__[Candida]_rishiriensis
KY285000.1	k__Eukaryota;p__Ascomycota;c__CUG-Ser1 clade;o__Saccharomycetales;f__Debaryomycetaceae;g__Suhomyces;s__[Candida]_rongomai-pounamu
KY102367.1	k__Eukaryota;p__Ascomycota;c__Pichia/Candida clade;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__[Candida]_rugopelliculosa
EU343850.1	k__Eukaryota;p__Ascomycota;c__CUG-Ser1 clade;o__Saccharomycetales;f__Debaryomycetaceae;g__Kurtzmaniella;s__[Candida]_santamariae
EU343853.1	k__Eukaryota;p__Ascomycota;c__Candida/Saccharomycales clade;o__Saccharomycetales;f__unidentified;g__unidentified;s__[Candida]_savonica
MW012385.1	k__Eukaryota;p__Ascomycota;c__Candida/Saccharomycales clade;o__Saccharomycetales;f__unidentified;g__unidentified;s__[Candida]_sequanensis
EU343855.1	k__Eukaryota;p__Ascomycota;c__Pichia/Candida clade;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__[Candida]_silvatica
FJ172253.1	k__Eukaryota;p__Ascomycota;c__CUG-Ser1 clade;o__Saccharomycetales;f__Debaryomycetaceae;g__Yamadazyma;s__[Candida]_sinolaborantium
KY102404.1	k__Eukaryota;p__Ascomycota;c__Ogataea/Candida clade;o__Saccharomycetales;f__Pichiaceae;g__Ogataea;s__[Candida]_sonorensis
EU343856.2	k__Eukaryota;p__Ascomycota;c__Candida/Saccharomycales clade;o__Saccharomycetales;f__unidentified;g__unidentified;s__[Candida]_sophiae-reginae
KY102421.1	k__Eukaryota;p__Ascomycota;c__Ogataea/Candida clade;o__Saccharomycetales;f__Pichiaceae;g__Ogataea;s__[Candida]_succiphila
KY102424.1	k__Eukaryota;p__Ascomycota;c__Cyberlindnera/Candida clade;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera;s__[Candida]_takata
KY102483.1	k__Eukaryota;p__Ascomycota;c__CUG-Ser1 clade;o__Saccharomycetales;f__Debaryomycetaceae;g__Yamadazyma;s__[Candida]_trypodendri
KY102484.1	k__Eukaryota;p__Ascomycota;c__CUG-Ser1 clade;o__Saccharomycetales;f__Metschnikowiaceae;g__Candida/Metschnikowiaceae;s__[Candida]_tsuchiyae
KY102485.1	k__Eukaryota;p__Ascomycota;c__Candida/Saccharomycales clade;o__Saccharomycetales;f__unidentified;g__unidentified;s__[Candida]_tunisiensis
KY102489.1	k__Eukaryota;p__Ascomycota;c__Cyberlindnera/Candida clade;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera;s__[Candida]_vartiovaarae
KY285004.1	k__Eukaryota;p__Ascomycota;c__Candida/Saccharomycales clade;o__Saccharomycetales;f__unidentified;g__unidentified;s__[Candida]_vespimorsuum
KY102517.1	k__Eukaryota;p__Ascomycota;c__CUG-Ser1 clade;o__Saccharomycetales;f__Debaryomycetaceae;g__Yamadazyma;s__[Candida]_vrieseae
KX228270.1	k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Helotiales;f__Porodiplodiaceae;g__unidentified;s__[Chalara]_clidemiae
LC228662.1	k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__[Hypocrea]_ampulliformis
MH860974.1	k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Phaeosphaeriaceae;g__Parastagonospora;s__Parastagonospora_nodorum
MK491195.1	k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Cystobasidiales;f__Microsporomycetaceae;g__Microsporomyces;s__[Lichenozyma]_pisutiana
KR153585.1	k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Hypocreales;f__Clavicipitaceae;g__Metarhizium;s__[Metacordyceps]_shibinensis
MW173048.1	k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__[Neocosmospora]_citricola
MH872962.1	k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__unidentified;g__Aaosphaeria;s__Aaosphaeria_arxii
KP165095.1	k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Abrothallales;f__Abrothallaceae;g__Abrothallus;s__Abrothallus_secedens
MT153946.1	k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Abrothallales;f__Abrothallaceae;g__Abrothallus;s__Abrothallus_subhalei
FJ904669.1	k__Eukaryota;p__Ascomycota;c__OSLEUM clade;o__Ostropales;f__Stictidaceae;g__Absconditella;s__Absconditella_lignicola
JN205815.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_anomala
AY944894.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Lichtheimiaceae;g__Lichtheimia;s__Lichtheimia_blakesleeana
KT308169.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_caatinguensis
JN205821.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_caerulea
AY944872.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_californica
MH857828.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_cuneospora
JN205814.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_fusca
JN205810.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_glauca
JN205847.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_idahoensis
KR030063.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_koreana
AY944882.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_macrospora
MW473494.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_montepascoalis
MW264072.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_ovalispora
OK647959.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_pararepens
MN635568.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_pernambucoensis
KU923817.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_pseudocylindrospora
AY944874.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_psychrophilia
JQ683219.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_repens
EU484214.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_spinosa
OU989226.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_stercoraria
AJ968561.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Mucorales;f__Lentamycetaceae;g__Lentamyces;s__Lentamyces_zychae
KC787569.1	k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Polyporales;f__Polyporaceae;g__Abundisporus;s__Abundisporus_pubertatis
MK802143.1	k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Polyporales;f__Polyporaceae;g__Abundisporus;s__Abundisporus_quercicola
FJ411100.1	k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Polyporales;f__Polyporaceae;g__Abundisporus;s__Abundisporus_violaceus
KT275194.1	k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Agaricales;f__unidentified;g__Acanthocorticium;s__Acanthocorticium_brueggemannii
KT429797.1	k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Agaricales;f__Hygrophoraceae;g__Acantholichen;s__Acantholichen_albomarginatus
KT429785.1	k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Agaricales;f__Hygrophoraceae;g__Acantholichen;s__Acantholichen_galapagoensis
MT831054.1	k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Corticiales;f__Corticiaceae;g__Acanthophysellum;s__Acanthophysellum_cerussatum
KP814468.1	k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Corticiales;f__Corticiaceae;g__Acanthophysellum;s__Acanthophysellum_cf._lividocoeruleum_UC2023192
MH861953.1	k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Russulales;f__Stereaceae;g__Acanthophysium;s__Acanthophysium_bisporum
MH861951.1	k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Russulales;f__Stereaceae;g__Acanthophysium;s__Acanthophysium_thoenii
GQ856145.1	k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Tubeufiales;f__Tubeufiaceae;g__Acanthostigmina;s__Acanthostigmina_multiseptatum
GQ856141.1	k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Tubeufiales;f__Tubeufiaceae;g__Acanthostigmina;s__Acanthostigmina_scopula
KX901721.1	k__Eukaryota;p__Ascomycota;c__OSLEUM clade;o__Ostropales;f__Graphidaceae;g__Acanthothecis;s__Acanthothecis_peplophora
KT998903.1	k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Exobasidiales;f__Cryptobasidiaceae;g__Acaromyces;s__Acaromyces_ingoldii
MW989382.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_applanata
MK494180.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_badiofusca
MK500835.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_bohlinii
GU184111.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_bullata
KY439880.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_cervina
KC592261.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_cf._contigua_CBS_132361
MZ243470.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_erratica
MW715697.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_franconica
MF134869.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_fulva
MT809051.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_fusca
MH555366.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_fuscata
LN810771.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_glaucocarpa
MF138063.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_gwynnii
MF134874.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_heufleriana
MN103105.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_impressula
LN890274.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_insignis
LN810777.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_insolata
DQ842014.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_laqueata
LN810779.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_macrospora
MF138058.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_malouina
FJ815429.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_moenium
KP314337.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_molybdina
MH555379.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_nevadensis
DQ374131.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_nitrophila
MN511031.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_nodulosa
MW989387.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_novomexicana
LN810791.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_oligospora
MN511155.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_placodiiformis
MH555386.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_rosulata
DQ374133.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_rugulosa
MK503461.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_schleicheri
MW989389.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_similis
DQ374136.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_sinopica
MH555369.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_socialis
OL396637.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_squamulosa
MZ243474.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_stapfiana
MZ922069.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_strigata
LN810807.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Trimmatothelopsis;s__Trimmatothelopsis_terricola
MZ243477.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_thamnina
MG838742.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_tianshanica
MH555418.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_tintickiana
MK811926.1	k__Eukaryota;p__Ascomycota;c__leotiomyceta;o__Acarosporales;f__Acarosporaceae;g__Acarospora;s__Acarospora_wahlenbergii
KY852473.1	k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Microascales;f__Microascaceae;g__Acaulium;s__Acaulium_album
MH861544.1	k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Microascales;f__Microascaceae;g__Acaulium;s__Acaulium_retardatum
FR681926.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_alpina
KP756560.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_brasiliensis
KP756473.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_cavernata
FN547506.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_cf._laevis_W3247
AF133769.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_colossica
FR750171.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_entreriana
OK356206.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_excavata
MW723431.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_fanjing
KP191470.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_ignota
LT964712.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_koskei
KP756436.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_lacunosa
KP756445.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_laevis
KP756465.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_mellea
FR821675.2	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_minuta
HE603644.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_nivalis
AJ891115.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_paulinae
FR846383.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_punctata
KY362430.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_saccata
MT765383.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_scrobiculata
FR750155.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_spinosa
HG422733.1	k__Eukaryota;p__Mucoromycota;c__Opisthokonta;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_spinosissima
MF167428.1	k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Phaeosphaeriaceae;g__Acericola;s__Acericola_italica
MT568841.1	k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Sordariales;f__Chaetomiaceae;g__Achaetomium;s__Achaetomium_aegilopis
KX976570.1	k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Sordariales;f__Chaetomiaceae;g__Achaetomium;s__Achaetomium_globosum
KX976573.1	k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Sordariales;f__Chaetomiaceae;g__Achaetomium;s__Achaetomium_macrosporum
HQ643084.1	k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Saprolegniales;f__Saprolegniaceae;g__Achlya;s__Achlya_americana
HQ643085.1	k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Saprolegniales;f__Saprolegniaceae;g__Achlya;s__Achlya_aquatica
