#OTU ID,Domain,Phylum,Class,Order,Family,Genus,Species
MG865580.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_quininea
MG564165.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Neodidymelliopsis;s__Neodidymelliopsis_negundinis
MG865559.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_palmivora
MG865484.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_drechsleri
MN784447.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_viciae
MN688821.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_pseudoprotuberata
KR873250.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Phaeosphaeriaceae;g__Septoriella;s__Septoriella_oudemansii
HQ643546.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_grandisporangium
MK995628.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_verruculosa
GU237761.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Neodidymelliopsis;s__Neodidymelliopsis_cannabis
MG865519.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_iranica
AF222850.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_asteroma
KP170659.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Leptosphaeriaceae;g__Sphaerellopsis;s__Sphaerellopsis_macroconidialis
MH730803.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_hiemalis
LT592936.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Remotididymella;s__Remotididymella_anthropophila
HQ643388.2,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Phytopythium;s__Phytopythium_megacarpum
AY198246.3,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_conglomerata
KF777149.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Nothophoma;s__Nothophoma_prosopidis
KC986958.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Pleosporaceae;g__Paradendryphiella;s__Paradendryphiella_salina
HQ643721.2,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Globisporangium_ornacarpum
JN865210.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Tubeufiales;f__Tubeufiaceae;g__Chlamydotubeufia;s__Chlamydotubeufia_huaikangplaensis
MG865586.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_siskiyouensis
MT731015.1,k__Eukaryota;p__Chytridiomycota;c__Opisthokonta;o__Chytridiales;f__Chytriomycetaceae;g__Chytriomyces;s__Chytriomyces_hyalinus
MT730940.1,k__Eukaryota;p__Chytridiomycota;c__Opisthokonta;o__Spizellomycetales;f__Powellomycetaceae;g__Geranomyces;s__Geranomyces_variabilis
JN712454.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymosphaeriaceae;g__Verrucoconiothyrium;s__Verrucoconiothyrium_nitidae
MK894584.1,k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Helotiales;f__Sclerotiniaceae;g__Stromatinia;s__Stromatinia_cepivora
OL652617.1,k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Cantharellales;f__Ceratobasidiaceae;g__Rhizoctonia;s__Rhizoctonia_rubi
GU237833.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella_arachidicola
MG783381.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_bisheria
MG865488.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_europaea
GU237734.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_actaeae
MH730806.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_ranunculi-sardoi
KY905674.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris_saccharicola
MH298851.1,k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Helotiales;f__Sclerotiniaceae;g__Scleromitrula;s__Scleromitrula_shiraiana
HQ643137.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Saprolegniales;f__Saprolegniaceae;g__Leptolegnia;s__Leptolegnia_caudata
KY995559.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__unidentified;g__Cryptocoryneum;s__Cryptocoryneum_condensatum
HQ643522.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_deliense
MG865466.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_capensis
MH862427.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Pleosporaceae;g__Exserohilum;s__Exserohilum_antillanum
HQ643518.2,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Globisporangium_cystogenes
MK496523.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_x_pelgrandis
MW915648.1,k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Helotiales;f__Sclerotiniaceae;g__Schroeteria;s__Schroeteria_poeltii
GU237775.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella_chenopodii
FJ266483.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_cucurbitae
MH101502.1,k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Helotiales;f__Sclerotiniaceae;g__Septotinia;s__Septotinia_podophyllina
MH730800.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_esulae
MG865520.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_irrigata
MG865527.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_macilentosa
AY198293.3,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_valerianellae
HQ643126.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Leptomitales;f__unidentified;g__Apodachlya;s__Apodachlya_minima
DQ202520.1,k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Helotiales;f__Mollisiaceae;g__Variocladium;s__Variocladium_giganteum
MG865499.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_gibbosa
MK163944.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_abietivora
MG865523.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_lilii
MG865525.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_litchii
HE792904.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_spicifera
MT554398.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_aquilegiicola
GU237795.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_draconis
AY552328.1,k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_patagonicus
KY742078.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella_ocimicola
KY986679.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_erucastri
KU821452.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Cladosporiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_tenuissimum
HQ643757.2,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_rhizo-oryzae
EU346864.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__unidentified;g__Phaeomycocentrospora;s__Phaeomycocentrospora_cantuariensis
HQ643690.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Globisporangium_marsipium
MG865544.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_multivesiculata
MH730811.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_alpicola
GU237901.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_oculi-hominis
MK473407.1,k__Eukaryota;p__Ascomycota;c__saccharomyceta;o__Orbiliales;f__Orbiliaceae;g__Orbilia;s__Orbilia_ovalis
EU040243.2,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Cladosporiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_irritans
AY198301.3,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_sherardiae
MG865504.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_hedraiandra
EU019250.2,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Stenella;s__Stenella_araguata
GU237794.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella_exigua
EU049217.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Hyaloperonospora;s__Hyaloperonospora_camelinae
GU237903.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_crystalliniformis
JQ031179.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_violacea
MG865508.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_hydrogena
MT185530.1,k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Helotiales;f__Dermateaceae;g__Neodermea;s__Neodermea_rossica
AY198240.3,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_violae
OL436938.1,k__Eukaryota;p__Basidiomycota;c__Opisthokonta;o__Hymenochaetales;f__unidentified;g__Trichaptum;s__Trichaptum_abietinum
OM778769.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Pleosporaceae;g__Exserohilum;s__Exserohilum_turcicum
DQ641238.1,k__Eukaryota;p__Ascomycota;c__CUG-Ser1 clade;o__Saccharomycetales;f__Metschnikowiaceae;g__Metschnikowia;s__Metschnikowia_continentalis
MH414905.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_petersonii
KU850647.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Pleosporaceae;g__Stemphylium;s__Stemphylium_trifolii
HQ643544.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Globisporangium_glomeratum
KM265189.1,k__Eukaryota;p__Ascomycota;c__sordariomyceta;o__Helotiales;f__Sclerotiniaceae;g__Sclerotinia;s__Sclerotinia_nivalis
DQ641243.1,k__Eukaryota;p__Ascomycota;c__CUG-Ser1 clade;o__Saccharomycetales;f__Metschnikowiaceae;g__Metschnikowia;s__Metschnikowia_borealis
MG865569.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_porri
MN973540.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella_subrosea
GU237764.1,k__Eukaryota;p__Ascomycota;c__dothideomyceta;o__Pleosporales;f__Didymellaceae;g__Chaetasbolisia;s__Chaetasbolisia_eupatorii
HQ643570.1,k__Eukaryota;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_insidiosum
